Age (annees),Modele,Marque,Boite de vitesses_Manuelle,Puissance fiscale,Type de carburant_Essence,Kilometrage lisse (en milliers km),Type de carburant_Diesel,Secteur,Origine_WW au Maroc,Ville,Origine_Dédouanée,Premiere main,Etat_Bon,Boite de vitesses_Automatique,Etat_Excellent,log_price (en milliers MAD)
0.020963323687278417,octavia,skoda,1,0.38858333602016065,0,1.3279467975316446,1,administratif,1,tanger,0,0,0,0,0,4.844187086458591
-1.2030207531430799,express,renault,1,-0.6380111495352139,0,-1.0280069688125868,1,hay hassani,1,tanger,0,0,0,0,1,5.1647859739235145
-1.4750172146609373,focus,ford,0,-0.6380111495352139,0,-0.7078141568651553,1,Others,1,casablanca,0,0,0,1,1,5.3706380281276624
-0.9310242916252224,megane,renault,1,-0.6380111495352139,0,0.003911938198263481,1,centre ville,1,tanger,0,0,0,0,1,5.068904202220232
-0.25103313783057896,Others,mercedes-benz,1,0.9018805787978479,0,1.945184505714536,1,riad oulad mtaa,0,temara,1,1,0,0,1,5.135798437050262
-0.11503490707165027,c1,citroen,1,-1.151308392312901,1,0.5017416370774129,0,médina de rabat,1,rabat,0,1,0,0,1,4.0943445622221
-0.25103313783057896,x1,bmw,0,0.38858333602016065,0,0.8757624190015957,1,administratif,1,tanger,0,0,0,1,1,5.19295685089021
-0.5230295993484363,range rover sport,land rover,0,2.4417723071309094,0,1.861873828785715,1,toute la ville,1,béni mellal,0,0,0,1,0,5.68697535633982
-1.4750172146609373,coccinelle,volkswagen,0,0.38858333602016065,0,-1.1545725463971823,1,corniche,1,mohammedia,0,0,0,1,1,5.459585514144159
-0.11503490707165027,giulietta,alfa romeo,1,0.38858333602016065,0,0.24937948710959737,1,aïn borja,1,casablanca,0,0,0,0,1,4.553876891600541
1.516943862035494,golf 4,volkswagen,1,0.38858333602016065,0,1.85204347468406,1,centre ville,0,tanger,1,0,0,0,0,4.418840607796598
-0.25103313783057896,logan,dacia,1,-0.6380111495352139,0,0.5494338414256916,1,hay zaytoun,1,agadir,0,1,1,0,0,4.465908118654584
-0.659027830107365,qashqai,nissan,1,-0.6380111495352139,0,-0.20893373260386663,1,hay karima,1,salé,0,1,0,0,0,5.247024072160486
0.29295978520513577,classe c,mercedes-benz,0,0.9018805787978479,0,0.8128494861286132,1,aïn chock,0,casablanca,0,1,0,1,1,4.955827057601261
-0.9310242916252224,megane,renault,0,-0.6380111495352139,0,-0.03644125783308553,1,centre ville,1,tanger,0,0,0,1,1,5.123963979403259
-0.38703136858950765,leon,seat,0,0.38858333602016065,0,0.213794531014468,1,ahlane,0,tanger,0,1,0,1,1,5.288267030694535
-1.611015445419866,picanto,kia,1,-0.6380111495352139,1,-1.424518513297634,0,californie,1,casablanca,0,0,0,0,1,4.8283137373023015
-0.25103313783057896,a3,audi,0,-0.6380111495352139,0,0.4460211302578968,1,al hadiqa,1,fès,0,1,0,1,0,5.135798437050262
0.020963323687278417,megane,renault,1,-0.6380111495352139,0,-0.2834498657098743,1,2 mars,1,casablanca,0,0,0,0,0,4.787491742782046
